8.373096e-001	9.689954e-001	9.678711e-001	9.682801e-001	9.682801e-001	9.682801e-001	9.682801e-001	9.682801e-001	9.682801e-001	9.678307e-001	9.684005e-001	9.689694e-001	9.689694e-001	9.689694e-001	9.689503e-001	9.691384e-001	9.691512e-001	9.677941e-001	9.678362e-001	9.682264e-001	9.694782e-001	9.691192e-001	9.677002e-001	9.674633e-001	9.674560e-001	9.688323e-001	9.688490e-001	9.682801e-001	9.678307e-001	9.684005e-001	9.694188e-001	1.075152e+000	
8.540170e-001	8.405197e-001	8.412407e-001	8.406132e-001	8.406132e-001	8.406132e-001	8.406132e-001	8.406132e-001	8.406132e-001	8.409776e-001	8.418861e-001	8.416676e-001	8.416676e-001	8.409886e-001	8.408983e-001	8.412227e-001	8.396441e-001	8.382744e-001	8.387664e-001	8.430788e-001	8.438422e-001	8.419975e-001	8.428827e-001	8.418433e-001	8.418058e-001	8.417922e-001	8.403946e-001	8.406132e-001	8.402986e-001	8.407857e-001	8.410415e-001	9.142037e-001	
8.519871e-001	8.361402e-001	8.363164e-001	8.363164e-001	8.363164e-001	8.363164e-001	8.363164e-001	8.369954e-001	8.374168e-001	8.373919e-001	8.373092e-001	8.366816e-001	8.366816e-001	8.362322e-001	8.367642e-001	8.381456e-001	8.386153e-001	8.415955e-001	8.464888e-001	8.710366e-001	8.660975e-001	8.550708e-001	8.477479e-001	8.340695e-001	8.357294e-001	8.372826e-001	8.366295e-001	8.372570e-001	8.369425e-001	8.374296e-001	8.370064e-001	9.102512e-001	
8.542562e-001	8.386071e-001	8.383619e-001	8.385217e-001	8.385217e-001	8.385217e-001	8.385217e-001	8.389711e-001	8.384013e-001	8.371535e-001	8.367320e-001	8.375708e-001	8.379922e-001	8.375179e-001	8.378844e-001	8.359275e-001	8.344473e-001	8.430757e-001	8.554178e-001	8.728076e-001	8.346116e-001	8.134444e-001	8.094581e-001	8.212762e-001	8.348664e-001	8.376490e-001	8.368918e-001	8.365463e-001	8.363906e-001	8.372332e-001	8.368708e-001	9.116910e-001	
8.512386e-001	8.358661e-001	8.369600e-001	8.373690e-001	8.373690e-001	8.374567e-001	8.377570e-001	8.383343e-001	8.370947e-001	8.359492e-001	8.364440e-001	8.380203e-001	8.392716e-001	8.377407e-001	8.408718e-001	8.559267e-001	8.727497e-001	8.792890e-001	8.726503e-001	8.506200e-001	8.107311e-001	8.252082e-001	8.282415e-001	8.424847e-001	8.396967e-001	8.375286e-001	8.375920e-001	8.376298e-001	8.377809e-001	8.379871e-001	8.376949e-001	9.127470e-001	
8.629056e-001	8.435821e-001	8.432150e-001	8.413766e-001	8.374161e-001	8.363058e-001	8.368679e-001	8.364722e-001	8.357982e-001	8.363912e-001	8.370885e-001	8.440126e-001	8.478691e-001	8.397932e-001	8.446076e-001	8.645247e-001	8.678230e-001	8.499963e-001	8.362827e-001	8.335749e-001	8.458344e-001	8.789895e-001	8.592262e-001	8.377541e-001	8.342404e-001	8.382361e-001	8.388632e-001	8.386459e-001	8.382010e-001	8.383683e-001	8.380652e-001	9.129611e-001	
8.569660e-001	8.282630e-001	8.345106e-001	8.360281e-001	8.354922e-001	8.371041e-001	8.373670e-001	8.363895e-001	8.366479e-001	8.383480e-001	8.384000e-001	8.602174e-001	8.531675e-001	8.284152e-001	8.439632e-001	8.465999e-001	8.179504e-001	7.973428e-001	8.007078e-001	8.073592e-001	8.093226e-001	8.119205e-001	8.025056e-001	8.023930e-001	8.247445e-001	8.382047e-001	8.377442e-001	8.371837e-001	8.371975e-001	8.376316e-001	8.376296e-001	9.136701e-001	
8.408758e-001	8.336914e-001	8.419760e-001	8.394127e-001	8.397569e-001	8.394992e-001	8.381038e-001	8.387487e-001	8.401968e-001	8.410056e-001	8.394687e-001	8.571455e-001	8.274055e-001	8.152725e-001	8.307000e-001	8.212891e-001	8.101914e-001	8.079552e-001	8.164690e-001	8.083625e-001	7.943209e-001	7.889994e-001	7.960909e-001	8.210240e-001	8.426756e-001	8.413883e-001	8.409641e-001	8.410819e-001	8.400048e-001	8.386723e-001	8.388082e-001	9.141542e-001	
9.612617e-001	9.412899e-001	9.277947e-001	8.979975e-001	8.542094e-001	8.344116e-001	8.383050e-001	8.398221e-001	8.403569e-001	8.391957e-001	8.404841e-001	8.420068e-001	8.102403e-001	8.289349e-001	8.324409e-001	8.253190e-001	8.218007e-001	8.230805e-001	8.347021e-001	8.311500e-001	8.393561e-001	8.641215e-001	8.966819e-001	9.196376e-001	9.178066e-001	8.960229e-001	8.821363e-001	8.512522e-001	8.332891e-001	8.367882e-001	8.383161e-001	9.131435e-001	
8.568056e-001	7.878618e-001	7.882521e-001	7.843211e-001	7.708159e-001	8.071839e-001	8.426140e-001	8.395569e-001	8.365185e-001	8.382188e-001	8.396471e-001	8.296483e-001	8.171698e-001	8.466908e-001	8.437131e-001	8.380310e-001	8.346257e-001	8.449942e-001	8.488617e-001	8.630696e-001	8.977006e-001	9.069069e-001	8.942627e-001	8.696761e-001	8.521507e-001	8.439735e-001	8.289227e-001	7.965087e-001	8.071307e-001	8.340390e-001	8.382470e-001	9.134731e-001	
